Project,Tracker,Priority,Estimated time,Private,Effort,Subject_clean,N of Part
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus iso 27001 include finding in scraim,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus workshop risk management,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus workshop incident management review,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus workshop risk management and incident management,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus workshop risk management preparation,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus iso 27001 risk workshop and incident,1
95.1 Procensus - ISO 27001,Task,Trivial,2.0,No,2.0,procensus iso 27001 workshop alignment,1
95.1 Procensus - ISO 27001,Task,Trivial,2.0,No,2.0,procensus iso 27001 workshop of incident,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus workshop 1,1
95.1 Procensus - ISO 27001,Task,Trivial,5.0,No,5.0,procensus iso 27001 preparation workshop capacity management continuity availability and system,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus workshop management capacity continuity availability and system,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus iso 27001 preparation workshop capacity management continuity availability and system,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus preparation workshop continuity management capacity availability and system,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus preparation workshop continuity management capacity availability and system,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus iso27001 excel asset,1
95.1 Procensus - ISO 27001,Task,Trivial,2.0,No,2.0,procensus workshop risco,1
95.1 Procensus - ISO 27001,Task,Trivial,2.0,No,2.0,procensus iso 27001 rh workshop preparation and marketing,1
95.1 Procensus - ISO 27001,Task,Trivial,3.0,No,3.0,procensus iso 27001 rh workshop preparation and marketing,1
95.1 Procensus - ISO 27001,Task,Trivial,1.0,No,1.0,procensus iso 27001 rh workshop preparation and marketing,1
95.1 Procensus - ISO 27001,Task,Trivial,2.0,No,2.0,procensus followup preparation,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus iso 27001 rh and marketing workshop,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus accompaniment1,1
95.1 Procensus - ISO 27001,Task,Trivial,8.0,No,8.0,procensus accompaniment2,1
95.1 Procensus - ISO 27001,Task,Trivial,1.0,No,1.0,procensus monitoring,1
95.1 Procensus - ISO 27001,Task,Trivial,4.0,No,4.0,procensus monitoring marketing,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 review document,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 preparation system review,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 system review,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 sharing session,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 preparation sharing session,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 sharing session,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 preparation final evaluation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,16.0,Yes,16.0,nomad tech iso 27001 internal internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,6.0,No,6.0,nomad tech iso 27001 preparation report internal internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 preparation final audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,No,3.0,nomad tech iso 27001 point of situation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,7.5,No,7.5,nomad tech internal audit tbc,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,7.0,No,7.0,nomad tech internal audit tbc,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,No,3.0,nomad tech iso 27001 preparation declaration of applicability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad report,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 preliminary presentation of result,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 final presentation of result,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 preparation plan corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 preparation report internal internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.5,No,0.5,nomad tech report final evaluation iso27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 tracking corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech iso 27001 cv preparation certificate,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.5,No,0.5,nomad send cv and certificate internal auditor,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.5,No,1.5,nomad tech iso 27001 review corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 tracking corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.5,No,1.5,nomad tech iso 27001 monitoring corrective action audit preview,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 review documentation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.5,No,0.5,nomad tech iso 27001 question review,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,followup 2,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,followup 1,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,accompaniment 7,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,accompaniment 6,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 18,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 17,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 16,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 15,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 14,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 13,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,accompaniment 12,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,followup 11,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,accompaniment 10,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,accompaniment 9,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,accompaniment 8,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,27.0,Yes,27.0,nomad tech 27001 accompaniment,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,followup 5,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,gap analysis initial presentation of result,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,gap analysis initial pre presentation result,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,initial gap analysis report,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,16.0,No,16.0,gap analysis inicial,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,accompaniment 4,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,8.0,accompaniment 3,2
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,6.0,gap analysis intermediate presentation of result,3
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,8.0,gap analysis intermediate report,2
96.1. Nomad Tech - ISO 27001,Task,Trivial,16.0,No,48.0,gap analysis intermediate,3
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,6.0,gap analysis intermediate pre presentation of result,3
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 answer the question,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 monitoring capacity continuity and availability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 monitoring continuity availability and capacity,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 review declaration applicability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 applicability statement,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,commercial elaboration proposed nomad tech 50128,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 preparation intermediate evaluation and statement of applicability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 preparing intermediate audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.5,Yes,1.5,nomad tech iso 27001 preparation declaration of applicability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 preparation of the intermediate audit report,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 intermediate audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,8.0,Yes,8.0,nomad tech iso 27001 intermediate audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 preparation report intermediate rating,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 intermediate rating,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,8.0,Yes,8.0,nomad tech iso 27001 intermediate rating,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech response training,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 alignment intermediate audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech 27001 intermediate internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech 27001 intermediate internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,8.0,Yes,8.0,nomad tech 27001 intermediate internal audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 set corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 set corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 set corrective action,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad slide formation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 review report intermediate audit,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,6.0,Yes,6.0,nomad tech presentation report,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 preparation report intermediate rating,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 preparar documento sharing session,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 review iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 define corrective action in scraim,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,8.0,Yes,8.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,rever formação nomad tech iso27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,8.0,Yes,8.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,prepare nomad tech training iso27001 sharing session slide workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech training iso27001 sharing session,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,Yes,4.0,nomad tech iso 27001 preparation training iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 preparation monitoring,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,training nomad tech control exercise,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 rever document,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,rever training nomad my iso27001 control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,Yes,1.0,nomad tech iso 27001 preparation monitoring,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,Yes,0.0,nomad tech iso 27001 iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 preparation monitoring,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 preparation monitoring,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,4.0,nomad tech iso 27001 steering,2
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,2.0,nomad tech iso 27001 review document,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,Yes,4.0,nomad tech iso 27001 presteering,2
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,Yes,3.0,nomad tech iso 27001 steel preparation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,No,3.0,nomad tech kickoff,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech gap alignment analysis,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech preparar gap analysis,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech kickoff,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech colocar finding gap analysis scraim,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop rh marketing,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech preparation and alignment of workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad review document deployment plan,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech review plan of implementation,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech position,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop incident management hr and marketing,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech risk management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech rh marketing incident management and order,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop system management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop shopping and legal,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop continuity availability capacity,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech rever workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech prepare tracking workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,No,3.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop system management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop shopping and legal,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop continuity availability capacity,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech rever workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech prepare tracking workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,3.0,No,3.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop shopping and legal,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop system management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech workshop risk management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech workshop incident management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop shopping and legal,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 workshop sistema sgsi,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop continuity availability capacity,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech management capacity continuity and availability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 capacity management continuity and availability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech ida guifões,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop preparation capacity management continuity and availability,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech 27001 shrinkers,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop risk management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech workshop incident management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop risk management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,6.0,No,6.0,nomad tech workshop physical and logical control,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech workshop incident management,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,6.0,No,6.0,nomad tech 27001 workshop logical and physical control part 1,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,0.0,No,0.0,nomad tech 27001 workshop order management and incident,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop physical and logical control part 2,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 workshop physical and logical drop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech workshop,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 workshop order management and incident,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,2.0,No,2.0,nomad tech iso 27001 scraim mapping,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 see support material,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 see support material,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech iso 27001 see iso 27001,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,1.0,No,1.0,nomad tech review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad tech review document followup,1
96.1. Nomad Tech - ISO 27001,Task,Trivial,4.0,No,4.0,nomad iso27001 review client document,1
98.1 Projeto FARE - RGPD,Task,Trivial,1.0,No,1.0,workshop plan,1
98.1 Projeto FARE - RGPD,Task,Trivial,2.0,No,2.0,kickoff meeting,1
98.1 Projeto FARE - RGPD,Task,Trivial,2.0,No,2.0,kick off presentation,1
98.1 Projeto FARE - RGPD,Task,Trivial,1.0,No,1.0,project configuration,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 preparation gap analysis initial,1
99.1 doDOC - ISO 27001,Task,Trivial,8.0,No,8.0,dodoc iso 27001 gap analysis inicial,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 gap analysis inicial,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc prepare questionnaire gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,8.0,No,8.0,dodoc gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,8.0,No,8.0,dodoc gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc gap analysis,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 elaboration gap analysis report,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc 27001 gap analysis report,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc 27001 gap analysis report,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,procensus 27001 preparation of followup 4 and internal accompaniment 3,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc 27001 verification of priority process,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,sodoc preliminary presentation of gap analysis report,1
99.1 doDOC - ISO 27001,Task,Trivial,5.0,No,5.0,dodoc iso 27001 presentation of the gap analysis report,1
99.1 doDOC - ISO 27001,Task,Trivial,8.0,No,8.0,dodoc workshop physical and logical control,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 gap analysis report presentation,1
99.1 doDOC - ISO 27001,Task,Trivial,8.0,No,8.0,dodoc iso 27001 workshop physical and lockshelongs,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 preparing monitoring and workshop physical and logical control,1
99.1 doDOC - ISO 27001,Task,Trivial,7.0,No,7.0,dodoc iso 27001 workshop of physical and logical character,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop physical and lockshelongs,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop risk management,1
99.1 doDOC - ISO 27001,Task,Trivial,1.0,No,1.0,dodoc iso 27001 scraim share,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc report gap analysis revisionadaptation,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 preparation workshop physical and logical control part 2,1
99.1 doDOC - ISO 27001,Task,Trivial,7.0,No,7.0,dodoc iso 27001 workshop,1
99.1 doDOC - ISO 27001,Task,Trivial,3.0,No,3.0,dodoc workshop order and incident,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 workshop rh,1
99.1 doDOC - ISO 27001,Task,Trivial,1.0,No,1.0,dodoc iso 27001 workshop marketing,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 rever workshop,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop shopping and legal,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 elaboration of the software policy allowed clock synchronization software installation on system,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 preparar workshop rh,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop human resource and marketing,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 prepare follow shopping and legal,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop shopping and legal,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop continuity capacity and availability,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop system management,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop physical and lock control part 2,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 workshop information system management,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 analysis of priority document,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 steering,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,c cant 27001,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 gp priority document review scraim update,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 document scraim,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 monitoring,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso27001 tool demo,1
99.1 doDOC - ISO 27001,Task,Trivial,2.0,No,2.0,dodoc iso 27001 review action,1
99.1 doDOC - ISO 27001,Task,Trivial,4.0,No,4.0,dodoc iso 27001 preparation monitoring,1
